Entity Name;Trade Name;License Number;Facility Type;Address;Address Zip Code;Location;Telephone Number;Number of Spaces
REALPRO PARKING LLC;;1135063;Parking Garage;"330 39 STREET
NEW YORK, NY 10016";10016;40.7473034176,-73.9721481823;2126869800;208
NICE PARK 22, LLC;;1187632;Parking Garage;"200 15 STREET
NEW YORK, NY 10003";10003;40.7339419828,-73.9866735842;2127778549;43
525-535 GARAGE CORP;;1245679;Parking Garage;"525 86 STREET
NEW YORK, NY 10028";10028;40.7754611903,-73.9460138841;2127367171;40
GLOBAL ASSOCIATES PETRO LLC;;1313579;Parking Lot;"225 PENNSYLVANIA AVENUE
BROOKLYN, NY 11207";11207;40.6721975786,-73.8959126681;7183853036;20
HEIGHTS MANAGEMENT 168 LLC;;1318554;Parking Lot;"514 168 STREET
NEW YORK, NY 10032";10032;40.840035529,-73.9373710096;7187882109;35
MANAGEMENT SYSTEMS LLC;;892366;Parking Garage;"200 32 STREET
NEW YORK, NY 10016";10016;40.7443176685,-73.978749206;2126869800;33
9-11 WEST 100TH STREET CORP;;901540;Parking Garage;"9 11 WEST 100 STREET
MANHATTAN, NY 10025";10025;40.7968501276,-73.9637258106;2128661000;75
4 EAST 76TH ST. GARAGE INC;;429204;Parking Garage;"4 76 STREET
NEW YORK, NY 10021";10021;40.7749373398,-73.9650121062;2124072516;86
1025 FIFTH GARAGE CORP;;1025779;Parking Garage;"1025 5 AVENUE
NEW YORK, NY 10028";10028;40.779894848,-73.9615811484;2127367171;95
126TH STREET PARKING CORP;;1269282;Parking Garage;"418 127 STREET
NEW YORK, NY 10027";10027;40.8128421718,-73.9535545532;7187880066;36
69 WARREN PARKING LLC;;1071993;Parking Lot;"69 71 WARREN STREET
BROOKLYN, NY 11201";11201;40.6946782588,-73.9899208684;5169216654;18
53RD STERLING PARKING LLC;;1256221;Parking Garage;"304 53 STREET
NEW YORK, NY 10022";10022;40.7566784499,-73.9670465648;2126869800;18
STELLMAR PARKING LLC;;1312446;Parking Garage;"27 65 STREET
NEW YORK, NY 10065";10065;40.7672144073,-73.9683620365;2128798798;31
BHC CAR PARK, LLC;GGMC;1019609;Parking Lot;"97 103 DEKALB AVENUE
BROOKLYN, NY 11201";11201;40.6946782588,-73.9899208684;2129966363;155
20TH STREET ALEMAP LLC;;1231207;Parking Garage;"124 20 STREET
NEW YORK, NY 10011";10011;40.7415477566,-73.9953686771;2126277739;155
150 EAST 61 GARAGE CORP;;1312593;Parking Garage;"150 61 STREET
NEW YORK, NY 10065";10065;40.7634200454,-73.9672344335;2127367171;69
215 EAST 95TH PARKING, LLC;;1199450;Garage - Parking Lot Combo;"201 205 EAST 95 STREET
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2126869800;108
SYD-SKY CORPORATION;;1278454;Parking Garage;"3559 WHITE PLAINS ROAD
BRONX, NY 10467";10467;40.8788022411,-73.8658117555;3474272825;1
CHAMPION PARKING 33 LLC;;1209503;Parking Garage;"4 PARK AVENUE
NEW YORK, NY 10016";10016;40.7465091581,-73.9819436711;2123085959;150
MADISON SQUARE PARKING CORP;;993927;Parking Lot;"359 63 NINTH AVENUE
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2122216111;40
E-Z QUEENS PARKING CORP.;;1246956;Parking Lot;"88 22
HOLLIS, NY 11423";11423;40.7172222957,-73.7671415;7185267874;100
FIFTH AVENUE CAR PARK, LLC;;1305591;Parking Garage;"1325 5 AVENUE
NEW YORK, NY 10029";10029;40.7975789532,-73.9486645339;2129966363;36
PLAZA CAR PARK, LLC;;1030813;Parking Garage;"39122 PLAZA STREET
BROOKLYN, NY 11238";11238;40.6788624135,-73.9638204696;2122216111;69
KEY PARKING MGMT, LLC;;1257992;Parking Garage;"115 9 STREET
NEW YORK, NY 10003";10003;40.7302975825,-73.9897827257;2125810535;87
EDISON NY PARKING LLC;;1006124;Parking Garage;"161 10 AVENUE
NEW YORK, NY 10011";10011;40.745609112,-74.0057334165;2126315995;80
WEST SIDE PARKING CORP;;1135161;Parking Garage;"432 WASHINGTON STREET
NEW YORK, NY 10013";10013;40.7232105804,-74.0103783617;2122748513;25
30 WEST LLC;;1155070;Parking Garage;"320 30 STREET
NEW YORK, NY 10001";10001;40.7500613001,-73.9963016286;2125643199;82
FLORAL 26 PARKING LLC;;1263167;Parking Garage;"55 25 STREET
NEW YORK, NY 10010";10010;40.741815332,-73.9861912951;2126869800;85
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1084609;Parking Garage;"185 85 STREET
NEW YORK, NY 10028";10028;40.778344529,-73.9549159814;2125025490;320
SCOTTO, MICHAEL;;787501;Parking Lot;"72 DOUGLASS STREET
BROOKLYN, NY 11231";11231;40.6833355373,-73.9921853146;7182360737;14
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1126256;Parking Garage;"180 20 STREET
NEW YORK, NY 10011";10011;40.742051377,-73.9965647754;2126296602;55
EAST END PARKING CORP;;1163601;Parking Lot;"227 125 STREET
NEW YORK, NY 10035";10035;40.803457436,-73.9351656501;2125348090;125
200 SCHERMERHORN GARAGE CORP;;1263624;Parking Lot;"200 SCHERMERHORN STREET
BROOKLYN, NY 11201";11201;40.6888835016,-73.9858850863;2127367171;77
9851, CORP;;1250811;Parking Garage;"65 36 99 STREET
REGO PARK, NY 11374";11374;40.726464917,-73.8614808476;7184596110;125
CAPABLE CAR PARK LLC;;1237770;Parking Garage;"210 CENTRAL PARK
NEW YORK, NY 10019";10019;40.7672593734,-73.9799542975;2122216111;25
CENTRAL PARKING SYSTEM OF NEW YORK INC;;903997;Parking Garage;"109 58 STREET
NEW YORK, NY 10022";10022;40.76209592,-73.9697403653;2126296602;150
MIDTOWN AUTO CARE SERVICE INC;;1323851;Parking Garage;"413 45 STREET
NEW YORK, NY 10036";10036;40.7606173523,-73.991795339;2127378850;100
CIMA PARKING, INC.;;1281636;Parking Lot;"1550 INWOOD AVENUE
BRONX, NY 10452";10452;40.8440002494,-73.9163972057;7188076382;95
FORDHAM PETROLEUM, LLC;;1307263;Parking Lot;"296 FORDHAM ROAD
BRONX, NY 10468";10468;40.8616885097,-73.9118255853;7183655624;75
CARMEN KOTLOWICZ REALTY CORP;CARMEN KOTLOWICZ REALTY;469417;Parking Lot;"2041 BRONXDALE AVENUE
BRONX, NY 10462";10462;40.8508003173,-73.8666125796;2127213532;75
TIMES SQUARE 41ST STREET GARAGE LLC;;1133680;Parking Garage;"220 41 STREET
NEW YORK, NY 10036";10036;40.755613806,-73.9880878982;2127301777;124
UPTOWN PARKING GARAGE CORP;;1335774;Parking Lot;"160 124 STREET
NEW YORK, NY 10027";10027;40.8077974562,-73.947697482;6462593636;175
HAG OPERATING CORP;;1029053;Parking Lot;"252 26 STREET
NEW YORK, NY 10001";10001;40.7466217155,-73.9957781749;2129299404;82
ASTRO PARKING LLC;;855640;Parking Garage;"155 70 STREET
NEW YORK, NY 10023";10023;40.7769450717,-73.9817349551;2126869800;43
MTP 3300 BROADWAY CORP;;974364;Parking Garage;"627 129 STREET
NEW YORK, NY 10027";10027;40.8168210105,-73.9590540535;2125755335;200
VERRAZANO SERVICE INC.;;1087706;Parking Lot;"412 20 91 STREET
BKLYN, NY 11209";11209;40.6233870972,-74.0306529535;7184916161;75
FIORE, GEORGE M;;363308;Parking Lot;"44 16 31 AVENUE
LONG ISLAND CTY, NY 11103";11103;40.7628689303,-73.9132718581;7187264017;50
512 PARKING CORP;512 PARKING;922578;Parking Lot;"14 WHITE STREET
NEW YORK, NY 10013";10013;40.719089966,-74.0053014011;2123437277;42
PORT PARKING LLC;;369221;Parking Garage;"235 48 STREET
NEW YORK, NY 10036";10036;40.7604667783,-73.9855898532;2126869800;94
CENTRAL PARKING SYSTEM OF NEW YORK INC;;961988;Parking Garage;"1 PENN PLAZA
NEW YORK, NY 10001";10001;40.749542498,-73.9916287728;2126296602;665
PROPARK AMERICA NEW YORK, LLC;;1171703;Parking Garage;"347 353 EAST 17 STREET
NEW YORK, NY 10003";10003;40.7319439476,-73.9888721491;2124202505;67
125 CHARLES PARKING LLC;;1307068;Parking Garage;"139 CHARLES STREET
NEW YORK, NY 10014";10014;40.7341643228,-74.0079951583;2033212175;5
STANDARD PARKING CORPORATION.;;1280446;Parking Lot;"111 151 STREET
BRONX, NY 10451";10451;40.822525502,-73.9284867912;7185384249;79
581 ST. JOHNS PLACE, LLC;;1198454;Parking Garage;"581 ST JOHNS PLACE
BROOKLYN, NY 11238";11238;40.6727859767,-73.9589968978;7188588426;18
JONAS BRONCK HOUSING COMPANY INC.;;734552;Parking Lot;"230 179 STREET
BRONX, NY 10457";10457;40.8509321398,-73.9039611206;7182995636;22
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1243911;Parking Lot;"45 47 DOMINICK STREET
NEW YORK, NY 10013";10013;40.7212421888,-74.0088890002;2125025490;49
PARK 117TH, LLC;;1312575;Parking Garage;"279 117 STREET
NEW YORK, NY 10026";10026;40.8047904065,-73.9540657183;2122220242;71
UPTOWN PARKING CORP;;1148653;Parking Garage;"1721 1735 AMSTERDAM AVENUE
NEW YORK, NY";;40.756054,-73.9869510003;2124903460;53
STANDARD PARKING CORPORATION;;1351758;Parking Garage;"10460 QUEENS BLVD
FOREST HILLS, NY 11375";11375;40.7234014661,-73.8488913246;7188971220;176
NEW YORK SKYPORTS INC;;1192345;Parking Lot;"23 STREET EAST RIVER DRIVE
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2125667081;50
AREA GARAGE LLC;;429851;Parking Garage;"24 COLUMBIA STREET
NEW YORK, NY 10002";10002;40.7153487295,-73.9811489889;2126858314;457
SUNNY CAR PARK, LLC;;1167341;Parking Garage;"47 01 QUEENS BOULEVARD
SUNNYSIDE, NY 11104";11104;40.7448933666,-73.9205413453;2122216111;74
SYLVAN FORESTER GARAGE LLC;;998155;Parking Garage;"111 09 QUEENS BOULEVARD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;2129446666;99
CHELSEA CAR PARK, LLC;;1305162;Parking Garage;"160 24 STREET
NEW YORK, NY 10011";10011;40.7442585282,-73.9940667599;2122216111;93
WELCOME PARKING LIMITED LIABILITY COMPANY;;1360070;Parking Garage;"128 42ND ST
NEW YORK, NY 10036";10036;40.755524231,-73.9857931323;2016807129;14
FISHER 40TH & 3RD CO & HAWAIIAN REALTY INC;;368099;Parking Garage;"222 40 STREET
NEW YORK, NY 10016";10016;40.7490768588,-73.9745157256;2127525000;750
CHAMPION PARKING 74 LLC.;;1283824;Parking Garage;"2109 BROADWAY
NEW YORK, NY 10023";10023;40.7799263011,-73.9817815271;2123085959;110
PARK ON BROADWAY, INC.;;1346431;Parking Garage;"250 43 STREET
NEW YORK, NY 10036";10036;40.7575287091,-73.988425911;7186109192;50
PARKING COMPANY OF AMERICA AIRPORTS, LLC;AVISTAR AIRPORT PARKING;1203262;Parking Lot;"90 10 GRAND CENTRAL PARKWAY
EAST ELMHURST, NY 11369";11369;40.7634132737,-73.8723788987;7185078162;323
STANDARD PARKING CORP;;1175125;Parking Garage;"250 VESEY STREET
NEW YORK, NY 10282";10282;40.7144511839,-74.0154415448;2127864245;371
GB ENTERPRISE GROUP INC.;;1276007;Parking Lot;"1475 MACOMBS ROAD
BRONX, NY 10452";10452;40.842063083,-73.9180021559;7183656310;99
WEST 90TH GARAGE CORP.;;1114025;Parking Garage;"101 90 STREET
NEW YORK, NY 10024";10024;40.7891094261,-73.9703728829;2127367171;64
COSMO PARKING LLC;;1191722;Parking Garage;"360 43 STREET
NEW YORK, NY 10036";10036;40.758613777,-73.9910381786;2129562280;105
454 MANAVE GARAGE CORP;;1322421;Parking Garage;"313 119 STREET
NEW YORK, NY 10026";10026;40.8065378923,-73.9543417644;2127367171;52
AMSTERDAM MARKET HOLDINGS, LLC;;1263880;Parking Lot;"503 151 STREET
NEW YORK, NY 10031";10031;40.8291053985,-73.9449621017;2019478200;18
CHAMPION PARKING 24 LLC;;1341905;Parking Lot;"111 115 E 24 STREET
NEW YORK, NY 10010";10010;40.7391407821,-73.9828984564;2123085959;45
K & F PARKING CORP;;1348479;Parking Lot;"1150 RIVER AVENUE
BRONX, NY 10452";10452;40.8342554853,-73.9221094654;6464047505;74
THE HERTZ CORP;;891578;Parking Garage;"355 76 STREET
NEW YORK, NY 10021";10021;40.7707487429,-73.9549621383;2124865908;260
QUIK PARK CHESAPEAKE LLC;;1317191;Parking Garage;"400 81 STREET
NEW YORK, NY 10028";10028;40.7734090961,-73.9512208646;2128322066;129
99 PARK AVENUE CORP;;1181507;Parking Garage;"99 PARK AVENUE
NEW YORK, NY 10016";10016;40.7504240651,-73.9787761856;2128661000;75
RELIABLE PARKING CORP;;896736;Parking Lot;"1193 FRANKLIN AVENUE
BRONX, NY 10456";10456;40.8296851538,-73.9042327241;2127536116;150
56-57 HOLDING LLC;;1113944;Parking Garage;"408 57 STREET
NEW YORK, NY 10019";10019;40.7681946684,-73.9863574703;2129299404;80
EFFECTIVE PARKING INC.;;1248807;Parking Lot;"41 60 MAIN STREET
QUEENS, NY 11355";11355;40.7512997969,-73.8214785479;7184569331;50
ROYAL CAR PARK, LLC;;1280753;Parking Lot;"86 90 WARREN STREET
NEW YORK, NY 10007";10007;40.7136305194,-74.0091313837;2122216111;52
CROSS GARAGE CORP;;921898;Parking Garage;"445 80 STREET
NEW YORK, NY 10021";10021;40.6266012353,-74.0254269376;2127373279;72
REGENCY GARAGE CORP;;368600;Parking Garage;"221 63 STREET
NEW YORK, NY 10065";10065;40.7638633108,-73.9642375062;2127520485;300
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1151772;Parking Garage;"1601 SEDDON STREET
BRONX, NY 10461";10461;40.8402016958,-73.8484744863;7189316541;150
REX PARKING CORP;;1347585;Parking Garage;"532 53 STREET
NEW YORK, NY 10019";10019;40.7670874515,-73.9917332051;2127571343;78
BENNETT TOWERS APARTMENTS, INC;;367783;Parking Garage;"711 190 STREET
NEW YORK, NY 10040";10040;40.8566609764,-73.9332704909;2128799630;15
1010 6 AVE GARAGE CORP;;1180712;Parking Garage;"1010 6TH AVENUE
NEW YORK, NY 10018";10018;40.7519798922,-73.9861865991;2127367171;86
CENTRAL PARKING SYSTEM OF NEW YORK INC;;1341459;Garage - Parking Lot Combo;"0 PIER
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2125025490;3500
ELBA OPERATING CORP;;1148944;Parking Garage;"575 WASHINGTON STREET
NEW YORK, NY 10014";10014;40.7295238211,-74.009245216;2129299404;400
FOURTEENTH INVESTING, CORP;;366735;Parking Lot;"449 DEGRAW STREET
BROOKLYN, NY 11217";11217;40.6815135407,-73.9893931948;5704613983;24
RIVERBAY CORP;;692570;Parking Garage;"99 CARVER LOOP
BRONX, NY 10475";10475;40.8776836652,-73.8247389824;7183203326;1361
COLUMBUS 95TH ST LLC;;1303042;Parking Garage;"73 95 STREET
NEW YORK, NY 10025";10025;40.7919240901,-73.9673022849;2126724700;100
STANDARD PARKING CORPORATION;;1347499;Parking Lot;"222 14 STREET
NEW YORK, NY 10011";10011;40.7391645532,-74.001124338;2129163491;80
MUTUAL PARKING OF COURT SQUARE INC;;1226001;Parking Lot;"45 55 PEARSON STREET
LONG ISLND CITY, NY 11101";11101;40.7457024498,-73.9386690293;7187296055;65
22ND AND SIXTH PARKING LLC;;1142057;Parking Garage;"60 23 STREET
NEW YORK, NY 10010";10010;40.7428967397,-73.9927966161;2126869800;195
KINNEY WEST 83RD STREET INC.;;954109;Parking Garage;"147 83 STREET
NEW YORK, NY 10024";10024;40.7851918547,-73.9751609111;2128894444;182
SOUTH BRONX PARKING LOT INC.;;1263239;Parking Lot;"530 BERGEN AVENUE
BRONX, NY 10455";10455;40.8153893052,-73.9172807275;6465307631;62
MANHATTAN PARKING EAST 12TH ST. CORP.;;1334442;Parking Lot;"74 3 AVENUE
NEW YORK, NY 10003";10003;40.7316039987,-73.9884565327;2124903460;72
ROYAL 89 PARKING LLC;;1124818;Parking Garage;"200 210 EAST 89 STREET
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2126869800;70
ESP GROUP OF NEW YORK, INC.;;1275692;Garage - Parking Lot Combo;"349 LENOX ROAD
BROOKLYN, NY 11226";11226;40.6542998918,-73.9478884343;7184697672;45
ALLIED ST GEORGE    CORP;ALLIED GARAGE;369984;Parking Garage;"55 CENTRAL AVENUE
STATEN ISLAND, NY 10301";10301;40.64041829,-74.0766379912;7182633800;198
COVE CAR PARK, LLC;;1291722;Parking Garage;"30 85 VERNON BOULEVARD
LONG ISLAND CTY, NY 11102";11102;40.7715240245,-73.9264354507;2122216111;73
PLYMOUTH PARKING LLC;;1309084;Parking Garage;"1781 1ST AVE
NEW YORK, NY 10128-6901";;40.781001014,-73.9463556265;2128798388;146
SEVENTEEN STREET PARKING CORP;;429693;Parking Lot;"7 17 STREET
NEW YORK, NY 10011";10011;40.7380488973,-73.9924848114;2122493344;25
EDISON 9TH AVE PARKING CORP;;696486;Parking Lot;"412 422 WEST 33 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2016432088;92
KINNEY PARKING SYSTEM INC;CENTRAL PARKING SYSTEM;1199914;Parking Garage;"870 8 AVENUE
NEW YORK, NY 10019";10019;40.7638959091,-73.9849455347;2125025490;170
PEARL PARKING LLC;;1068098;Parking Lot;"18 24 CLIFF STREET
NEW YORK, NY 10038";10038;40.6620520737,-73.9991808623;2126869800;150
EDISON NY PARKING LLC;;976953;Parking Lot;"451 9 AVENUE
NEW YORK, NY 10018";10018;40.7540982061,-73.9958450344;2124636000;32
PARK BRIAR GARAGE CORP;;955232;Parking Garage;"110 45 QUEENS BOULEVARD
FOREST HILL, NY 11375";11375;40.720707263,-73.8462842961;2127367171;87
333 GARAGE CORP;;367866;Parking Garage;"333 69 STREET
NEW YORK, NY 10021";10021;40.7662161599,-73.9582356705;2126581529;67
STATE STREET PARKING,LLC;;1157614;Parking Garage;"71 SMITH STREET
BROOKLYN, NY 11201";11201;40.6893210957,-73.9886216905;9736437700;750
YEMI PARKING INC;;916760;Parking Lot;"637 641 EAST 176 STREET
BRONX, NY 10457";10457;40.8457983713,-73.8983241868;7187164924;29
G & R PARKING SERVICE INC;;883497;Parking Garage;"1550 BLONDELL AVE
BRONX, NY 10461";10461;40.845879903,-73.8453282288;7184309038;245
STANDARD PARKING CORP.;;1259181;Parking Lot;"136 20 38 AVENUE
QUEENS, NY 11354";11354;40.7686202206,-73.8271902807;2129163480;401
MERCER PARKING GARAGE CORP;;428016;Parking Garage;"165 167 MERCER STREET
NEW YORK, NY 10012";10012;40.7255380209,-73.9978964106;2122265578;120
HAMMER, GEOFFREY    ET AL;RIVERVIEW OPERATING CO;427304;Parking Garage;"271 87 STREET
NEW YORK, NY 10024";10024;40.7892603384,-73.9765912835;2128887400;96
CENTRAL PARKING SYSTEM OF NEW YORK, INC.;;1243626;Parking Garage;"1 1 STREET
NEW YORK, NY 10003";10003;40.724839146,-73.9922507608;2125025490;130
MP BATTERY LLC;;1214410;Parking Garage;"325 END AVENUE
NEW YORK, NY 10282";10282;40.7196145571,-74.0146492829;2124903476;55
OLYMPIA GARAGE INC;;427916;Parking Garage;"9 9 AVENUE
NEW YORK, NY 10014";10014;40.7395526678,-74.0063981448;2122550864;100
NORTH PLAZA GARAGE LLC;;1135120;Parking Garage;"331 29 STREET
NEW YORK, NY 10016";10016;40.7405964308,-73.9756187961;2126869800;83
RONEL OPERATING LLC;;1316955;Parking Garage;"25 13 STREET
NEW YORK, NY 10011";10011;40.7356886371,-73.994940305;2129299404;62
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1075181;Parking Lot;"696 FORDHAM ROAD
BRONX, NY 10458";10458;40.8575473054,-73.8824754513;2126296602;63
EL DESCANSO CORP;;1028877;Parking Lot;"1841 CARTER AVENUE
BRONX, NY 10457";10457;40.8467107074,-73.902301462;7187310200;110
NAGLE GARAGE CORP;;1159674;Parking Garage;"31 NAGLE AVENUE
NEW YORK, NY 10040";10040;40.859664712,-73.9299789723;2125679266;100
RIVER HOUSE CAR PARK, LLC;;1280410;Parking Garage;"1175 YORK AVENUE
NEW YORK, NY 10065";10065;40.7614767328,-73.9576690976;2129966363;94
240 RIVERSIDE PARKING LLC;;1218108;Parking Garage;"240 RIVERSIDE BOULEVARD
NEW YORK, NY 10069";10069;40.7802131046,-73.9875248574;2126869800;162
301 EAST 62ND GARAGE, CORP;;469935;Parking Garage;"301 62 STREET
NEW YORK, NY 10065";10065;40.762486751,-73.9629198115;2127559935;50
MANHATTAN PARKING - GOLD CORP;;1338875;Parking Garage;"220 54 STREET
NEW YORK, NY 10022";10022;40.7579513904,-73.9680742535;2124903460;30
HAVEN VIEW GARAGE CORP;;1314512;Parking Garage;"200 HAVEN AVENUE
NEW YORK, NY 10033";10033;40.8477019836,-73.9421850804;2125432900;50
BRIDGE PARKING LLC;;1005964;Parking Garage;"338 342 EAST 59 STREET
NEW YORK, NY 10022";10022;40.758630224,-73.9680918222;2123085959;288
PARK 115TH LLC;;1360570;Parking Garage;"2131 8TH AVE
NEW YORK, NY 10026";10026;40.803778725,-73.9558869713;2129799815;36
21ST GARAGE LLC;;1262199;Parking Lot;"436 438 WEST 36 STREET
NEW YORK, NY 10018";10018;40.7568407746,-73.9966914998;2126270012;25
SAMI'S SERVICE STATION INC;RAAMCO;427881;Parking Lot;"4275 BROADWAY
NEW YORK, NY 10033";10033;40.8508963222,-73.9353659113;2129283112;50
EVER-READY PARKING INC;;976183;Parking Garage;"330 46 STREET
NEW YORK, NY 10017";10017;40.7520282632,-73.9696064746;2127367171;155
GEMAT PARKING CORP;;469348;Parking Garage;"233 69 STREET
NEW YORK, NY 10021";10021;40.7669985701,-73.9601152535;2125359302;53
RAPID 165 CORP;;927638;Parking Garage;"165 77 STREET
NEW YORK, NY 10021";10021;40.6309059087,-74.0320005932;2128661000;200
REED PARKING CORP;;1002428;Parking Garage;"100 25 QUEENS BOULEVARD
FOREST HILLS, NY 11375";11375;40.720707263,-73.8462842961;2127536116;66
300 EAST 74 STREET CAR PARK LLC;GGMC;1076826;Parking Garage;"300 74 STREET
NEW YORK, NY 10021";10021;40.7700738689,-73.9573875114;2129966363;94
MALAVOLTA, LUANA;;764919;Parking Lot;"2415 HOFFMAN STREET
BRONX, NY 10458";10458;40.8564503568,-73.8881374407;7189333746;22
2820 BAILEY PARKING CORP;;1279294;Parking Lot;"2820 BAILEY STREET
BRONX, NY 10463";10463;40.8737771965,-73.9052501746;7188840680;63
MP PEARL LLC;;1361271;Parking Lot;"2510 WESTCHESTER AVE
BRONX, NY 10461";10461;40.8385891569,-73.8444530064;2124903460;131
99 JANE STREET PARKING LLC;;1012409;Parking Garage;"99 JANE STREET
NEW YORK, NY 10014";10014;40.7381667375,-74.0080975911;2126869800;100
EXPRESS PARK LLC;;1029200;Parking Garage;"425 79TH STREET
NEW YORK, NY 10021";10021;40.6276064864,-74.025579984;2122216111;99
KAYLEE OPERATING LLC;;1155046;Parking Lot;"148 MADISON STREET
NEW YORK, NY 10002";10002;40.7124277093,-73.9929045347;2129299404;66
NYULMC E GARAGE CORP;;1340052;Parking Lot;"333 38 STREET
NEW YORK, NY 10016";10016;40.746492205,-73.9720505806;2127367171;146
TORI OPERATING CORP;;1168355;Parking Garage;"241 245 WEST 26 STREET
NEW YORK, NY 10001";10001;40.7502590214,-73.9968863038;2126858314;120
WELCOME PARKING LIMITED LIABILITY COMPANY;;1245036;Parking Garage;"601 AMBOY STREET
BROOKLYN, NY 11212";11212;40.6552845256,-73.9109439528;7182405700;950
K R W OPERATING CORP;;427236;Parking Garage;"204 101 STREET
NNEW YORK, NY 10025";10025;40.7974945801,-73.9686228399;2128661000;300
PERFORMANCE PARKING LLC;;858712;Parking Garage;"127 137 AMSTERDAM AVENUE
NEW YORK, NY 10023";10023;40.7745361382,-73.9799433561;2126869800;375
TUNNEL 34 PARKING, LLC;;1204173;Parking Garage;"222 34 STREET
NEW YORK, NY 10016";10016;40.7453173019,-73.977242656;2126869800;107
WIZARD CAR PARK LLC;;1091809;Parking Lot;"320 36 STREET
NEW YORK, NY 10018";10018;40.7539224277,-73.9935790262;2122216111;150
MP 17 LLC;;1310036;Parking Garage;"450 17 STREET
NEW YORK, NY 10011";10011;40.7438495215,-74.0063885145;2124903460;206
CIRCLE PARKING LLC;;368219;Parking Garage;"200 52 STREET
NEW YORK, NY 10019";10019;40.7627099853,-73.983304614;2126869800;440
WHEAT MANAGEMENT CORP;;818101;Parking Garage;"600 COLUMBUS AVENUE
NEW YORK, NY 10024";10024;40.788414775,-73.970808687;2128661000;101
BRIAR HILL REALTY LLC;;1071282;Parking Garage;"600 246 STREET
BRONX, NY 10471";10471;40.8926268392,-73.9099489143;7185489428;84
100 ML GARAGE CORP;;1266177;Parking Garage;"100 MAIDEN LANE
NEW YORK, NY 10038";10038;40.7068788924,-74.0069879177;2127367171;67
111 EIGHTH AVE PARKING LLC;;1002786;Parking Garage;"111 8 AVENUE
NEW YORK, NY 10011";10011;40.7411017225,-74.0015576077;2126869800;625
SYLVAN ELM GARAGE LLC;;1280462;Parking Garage;"94 31 60 AVENUE
ELMHURST, NY 11373";11373;40.7387104026,-73.8783511552;7185759440;40
MORALES, DORY;DORY MORALES PARKINGLOT;890610;Parking Lot;"1455 GATES AVENUE
BROOKLYN, NY 11237";11237;40.697495151,-73.9142598398;7183860620;30
200 E 90TH STREET GARAGE CORP;GGMC;883454;Parking Garage;"200 202 EAST 90 STREET
NEW YORK, NY 10128";10128;40.7817700006,-73.9506281491;2129966363;109
MTP 59 ST LLC;;1097071;Parking Garage;"641 59 STREET
NEW YORK, NY 10019";10019;40.7721370947,-73.9916161953;2125755335;537
MP MANHATTAN PLAZA LLC;;1258659;Parking Garage;"401 472 WEST 42 STREET
NEW YORK, NY 10036";10036;40.7593468272,-73.9898605544;2124903460;998
EDISON N.Y. PARKING LLC;;1134501;Parking Lot;"220 SOUTH STREET
NEW YORK, NY 10002";10002;40.7095243704,-73.994074588;9738492571;63
ODWYER, WINIFRED;;1006042;Parking Lot;"3120 ALBANY CRESCENT
BRONX, NY 10463";10463;40.8792219886,-73.9028211866;7188224901;80
THE ELECTRIC WAREHOUSE, INC.;;1251263;Parking Lot;"1432 FULTON STREET
BROOKLYN, NY 11216";11216;40.6800355129,-73.9435198376;7187731760;16
PITKIN PARKING INC.;;1347212;Parking Lot;"402 ROCKAWAY AVENUE
BROOKLYN, NY 11212";11212;40.6701740705,-73.9109082032;7182905212;75
RIVERBAY CORP;;695802;Parking Garage;"99 ERSKINE PL
BRONX, NY 10475";10475;40.8613386681,-73.8214635572;7183203326;1361
FIRST AVENUE PARKING LLC;;980801;Parking Garage;"630 FIRST AVENUE
NEW YORK, NY 10016";10016;40.7454058481,-73.9723190534;2127367171;100
88TH STREET REALTY LP;;1250870;Parking Garage;"1675 YORK AVENUE
NEW YORK, NY 10128";10128;40.7773187211,-73.9461604256;2125358670;136
GM PARKING GROUP INC;;1317520;Parking Lot;"1171 ATLANTIC AVENUE
BROOKLYN, NY 11216";11216;40.6786662116,-73.9519045972;7186384977;120
ALLIED AUSTIN CO. LP;ALLIED AUSTIN CO;919735;Parking Garage;"69 30 AUSTIN STREET
FOREST HILL, NY 11375";11375;40.720707263,-73.8462842961;7185209872;121
BEEKMAN GARAGE LLC;;1100532;Parking Garage;"51 53 EAST 76 STREET
NEW YORK, NY 10021";10021;40.7692053277,-73.9591839411;2128322066;140
CENTRAL PARKING SYSTEM OF NEW YORK, INC;;1099611;Parking Garage;"199 WATER STREET
NEW YORK, NY 10038";10038;40.7070857365,-74.004631694;2125025490;99
